timestamp	station	device_id	east_vel	north_vel	up_vel	pitch	pressure	temperature	speed	direction
2020/1/16 0:00:00	AMIGOS3C	25.000	-0.0020000	-0.0040000	-0.0040000	-0.50000	778.45	1.0200	0.0040000	206.60
2020/1/16 1:00:00	AMIGOS3C	25.000	0.0010000	-0.012000	-0.0020000	-0.50000	778.47	1.0200	0.012000	175.20
2020/1/16 2:00:00	AMIGOS3C	25.000	0.0000	-0.0080000	-0.0040000	-0.50000	778.45	1.0200	0.0080000	180.00
2020/1/16 4:00:00	AMIGOS3C	25.000	0.0020000	-0.0020000	-0.0010000	-0.50000	778.44	1.0200	0.0020000	135.00
2020/1/16 5:00:00	AMIGOS3C	25.000	0.0000	0.0000	-0.0020000	-0.50000	778.45	1.0200	0.0000	0.0000
2020/1/16 6:00:00	AMIGOS3C	25.000	0.0000	-0.0040000	0.0000	-0.50000	778.43	1.0100	0.0040000	180.00
2020/1/16 7:00:00	AMIGOS3C	25.000	-0.0020000	-0.0060000	0.0060000	-0.50000	778.43	1.0200	0.0060000	198.40
2020/1/16 8:00:00	AMIGOS3C	25.000	0.0010000	0.0080000	-0.0020000	-0.50000	778.41	1.0200	0.0080000	7.1000
2020/1/16 17:00:00	AMIGOS3C	25.000	0.0070000	0.0060000	0.0000	-0.50000	778.37	1.0200	0.0090000	49.400
2020/1/16 18:00:00	AMIGOS3C	25.000	-0.0010000	0.011000	-0.0080000	-0.50000	778.38	1.0200	0.011000	354.80
2020/1/16 19:00:00	AMIGOS3C	25.000	-0.0010000	0.0090000	-0.0070000	-0.50000	778.36	1.0200	0.0090000	353.70
2020/1/16 20:00:00	AMIGOS3C	25.000	0.0030000	0.0070000	-0.0010000	-0.50000	778.35	1.0200	0.0070000	23.200
2020/1/16 21:00:00	AMIGOS3C	25.000	0.0020000	0.0090000	0.0010000	-0.50000	778.35	1.0200	0.0090000	12.500
2020/1/16 22:00:00	AMIGOS3C	25.000	-0.0050000	0.0060000	-0.0040000	-0.50000	778.36	1.0200	0.0070000	320.20
